"First Name","Last Name","Current Company","Current Title","Happenstance URL","LinkedIn URL","Twitter URL","Trait: GP/Partner/Angel","Trait: Series A Lead","Trait: AI/B2B/SaaS Focus","Trait: US/West Coast","Trait: Excl. Non-VC/Niche","Quotes","Mutuals"
"Albert","Wang","Qualcomm Ventures","Sr. Investment Director","https://happenstance.ai/u/b85e4e30-7d41-41cf-8219-3dab3b841dc9","https://www.linkedin.com/in/albertwang","https://twitter.com/albertwang","Yes","Yes","Yes","Yes","Yes","He is based in San Diego, California, on the US West Coast.
His portfolio includes AI, enterprise SaaS, cloud, IoT, and deep‑tech startups. (2008 - Present)
Qualcomm Ventures regularly leads Series A rounds and can lead with $5‑7M checks. (2008 - Present)
He works for a corporate VC, not an accelerator, PE, hedge fund, or hardware‑only firm. (2008 - Present)
He launched the $100M Qualcomm AI Fund, manages a $200M 5G fund, and has backed multiple unicorns (Ring, SiFive, Lookout, etc.). (2008 - Present)
Albert is a senior investment leader at Qualcomm Ventures, a corporate VC that writes $500K‑$10M checks and also makes personal angel investments.","Harry Wetherall via LinkedIn"
"Vish","Mishra","Clearstone Venture Partners","Member of General Partner and  Venture Director","https://happenstance.ai/u/fa3f86fc-d008-4439-a9dd-8803872c20c1","https://www.linkedin.com/in/vishmishra","https://twitter.com/tievish","Yes","Yes","Yes","Yes","Yes","He is based in Menlo Park, California, i.e., the Bay Area.
His roles are with pure‑play VC firms, not accelerators, PE, crypto‑only or other excluded entities. (2002 - Present)
His investment focus spans AI, SaaS, B2B, fintech and data infrastructure across dozens of portfolio companies. (2002 - Present)
Vish is a General Partner at Clearstone Venture Partners and also Managing Director at BlueVine Ventures, both VC firms. (2002 - Present)
Vish brings a 45‑year Silicon Valley pedigree, extensive board seats, and deep ties to Indian‑tech networks that can open strategic doors.
Clearstone’s portfolio includes many early‑stage deals and it routinely leads Series A rounds with multi‑million‑dollar checks. (2002 - Present)","Harry Wetherall via LinkedIn"
"Nikolai","Oreshkin","Elysium Venture Capital","Managing Partner","https://happenstance.ai/u/8ce76f8b-0aa8-4cd0-9d50-4d57373868d7","https://www.linkedin.com/in/nikolaioreshkin","https://twitter.com/n_oreshkin","Yes","Yes","Yes","Yes","Yes","He is based in Palo Alto, California, which is on the West Coast/Bay Area.
Elysium VC invests in and often leads Series A rounds with checks up to $10 M, as shown by its portfolio list. (2017 - Present)
His roles are with a venture capital fund and advisory positions, not with accelerators, PE, hedge funds, or crypto‑only firms.
He describes expertise in AI, blockchain and consumer tech and has invested in AI‑focused companies like Flo Health and Spice.ai.
He is a crypto‑holder since 2011, founded one of Belarus’s first ISPs, and has participated in over $2.5 B of cross‑border transactions.
Nikolai is Managing Partner at Elysium Venture Capital, a VC fund, and also holds advisory investor roles, indicating he is a partner‑level investor who can write large checks.","Harry Wetherall via LinkedIn, Olga Kazmenko via LinkedIn, Daniel Kozlov via LinkedIn, Zamir Shukho via Google Contacts"
"Keshia","Theobald-van Gent","BDev Ventures","Partner","https://happenstance.ai/u/5c56b799-4c2e-4083-90d2-9e6d386bf072","https://www.linkedin.com/in/keshia","","Yes","Yes","Yes","Yes","Yes","Keshia’s location is listed as the San Francisco Bay Area.
She invests in B2B software, AI/ML, enterprise SaaS and has backed dozens of such companies.
Her current roles are at a VC fund, not at an accelerator, PE, hedge fund, or sector‑specific firm.
BDev Ventures leads Series A deals with checks up to $3M and co‑leads larger rounds, matching the $500K‑$10M range. (2025 - Present)
She has led 60+ investments, 25% of which have marked up, and brings a proprietary go‑to‑market platform to accelerate portfolio growth.
Keshia is a Partner at BDev Ventures, a venture capital fund that writes $500K‑$10M checks into Series A rounds and she also invests as an angel.","Zamir Shukho via LinkedIn"
"Bogdan","Cristei","SHACK15 Ventures","Venture Partner","https://happenstance.ai/u/8454b95c-b3c2-49e4-b657-490d89d5ae19","https://linkedin.com/in/bogdancristei","https://twitter.com/bcristei","Yes","Sort of","Yes","Yes","Yes","He lists his location as the San Francisco Bay Area.
Bogdan is a Venture Partner at SHACK15 Ventures, a VC fund, which matches the partner/GP requirement.
All his roles are investor or founder positions, none are at accelerators, PE, hedge funds, or hardware‑only firms.
SHACK15 Ventures writes checks of $100K‑$1M and focuses on early‑stage deals, so it may not regularly lead a $5‑7M Series A.
Bogdan is an active investor across dozens of AI/robotics startups and also a founder, giving him a broad network and deep domain expertise.
His current investments span AI‑driven robotics, automation, and industrial AI, showing strong AI/ML and enterprise SaaS exposure. (2023 - Present)","Zamir Shukho via Google Contacts"
"Jay","R.","Propel VC","General Partner","https://happenstance.ai/u/705f32c4-9edf-4241-a58e-8ed85126e1d3","https://www.linkedin.com/in/jayreinemann","https://twitter.com/jayreinemann","Yes","Yes","Sort of","Yes","Yes","Jay is based in San Francisco, California.
Propel VC regularly leads Series‑A rounds with $500K‑$10M checks. (2016 - Present)
Jay is a General Partner at Propel VC, a venture capital fund that makes Series‑A investments.
His roles are all at venture‑capital or portfolio companies, not at accelerators, PE, hedge funds, or crypto‑only firms.
He co‑founded and built Propel VC, a seed‑stage fintech‑focused fund with notable early investments in Coinbase and DocuSign, and sits on multiple fintech board seats.
He has a strong track record investing in fintech and SaaS companies such as Neon, Coinbase, DocuSign, and Conekta, which aligns with AI/ML‑enabled enterprise software. (2016 - Present)","Harry Wetherall via LinkedIn"
"Sriram","Viswanathan","Celesta Capital","Founding Managing Partner","https://happenstance.ai/u/7487e348-16c4-4605-bed3-ac6e8edb2b29","linkedin.com/in/srviswanathan","","Yes","Sort of","Yes","Yes","Yes","His basic info lists the San Francisco Bay Area as his location, satisfying the US West‑Coast preference.
Sriram is Founding Managing Partner at Celesta Capital, a venture capital firm, which matches the partner/MD role the user seeks. (2018 - Present)
All current roles are board or partner positions at VC‑related or tech companies, none are accelerators, PE, hedge funds, or sector‑exclusive firms.
He sits on boards of AI‑focused companies (Recogni, Aurascape AI) and describes deep‑tech investing, indicating experience in AI/ML and enterprise SaaS.
Celesta Capital invests in early‑stage deep‑tech companies and likely leads Series A rounds, though the resume doesn’t spell out exact check sizes. (2018 - Present)
He has a broad network of board seats across AI, cloud, and telecom, plus over 25 years of deep‑tech investing experience, making him well‑connected for a $10 M Series A.","Harry Wetherall via LinkedIn"
"Steve","Bennet","","","https://happenstance.ai/u/2ebb006e-0e61-4f1f-9731-82d434b2744b","https://www.linkedin.com/in/stevebennet","","Yes","Yes","Sort of","Yes","Yes","He is based in Palo Alto, California on the West Coast.
Bodega Partners makes Series A investments and writes checks in the $500 K‑$10 M range, often leading rounds.
Steve works at a VC firm and is not listed with any accelerator, incubator, PE, hedge fund, or sector‑exclusive firm.
Steve is the founder and Managing Director of Bodega Partners, a venture capital firm, and also an active angel investor.
Steve’s background includes CFO and board roles at many software and SaaS startups, giving him exposure to enterprise SaaS and data‑focused businesses; AI/ML specifics aren’t highlighted.
He combines extensive CFO/board experience across 100+ tech startups with a long‑standing role as a professor of entrepreneurial finance, giving him deep deal‑making and teaching networks.","Harry Wetherall via LinkedIn"
"Chet","White","Griffin Advisors, LLC","General Partner","https://happenstance.ai/u/89d72ad2-12a8-47ff-83f0-d64b051adc1a","https://www.linkedin.com/in/chet-white-9b095111","","Yes","Sort of","Yes","Yes","Yes","He is based in San Francisco, California, satisfying the US West Coast preference.
Chet’s career spans DARPA AI programs, QuantAI, Seven Boson and Pebble, all centered on AI/ML and enterprise SaaS applications.
His current roles are with venture‑capital and AI‑focused operating companies, not with accelerators, PE, hedge funds or sector‑exclusive firms.
Chet brings 25+ years of AI, finance and defense experience, leads a $1B AI infrastructure build‑out, and has deep government and enterprise networks.
Chet is a General Partner at Griffin Advisors, a venture investment firm, and also leads multiple AI‑focused companies, fitting the partner/angel profile.
Griffin Advisors invests in AI, cybersecurity and defense tech and manages the Helios Alpha Fund, which targets early‑stage checks, but the resume doesn’t specify exact Series A lead sizes.","Harry Wetherall via LinkedIn"
"Derek","Proudian","Team Extension, Inc.","Chairman & CEO","https://happenstance.ai/u/3f0309b4-2f1e-47b4-b601-b36b642d611a","https://www.linkedin.com/in/derekproudian","","Sort of","Sort of","Yes","Yes","Yes","He is based in Palo Alto, California, which is on the West Coast/Bay Area.
He does not presently work at a fund that leads Series A rounds; his current positions are outside any venture‑capital firm.
His current titles are CEO, owner, and board member, none of which are at accelerators, PE, hedge funds, or sector‑only firms.
Derek is not currently a partner or managing director at a VC firm; his present roles are CEO, owner, and board member, though he has past GP experience.
His background includes AI research at HP Labs, board work in synthetic‑biology AI, and many VC board roles in tech companies, showing strong investment experience in AI/ML and SaaS.
He has a long track record of building and exiting VC‑backed companies, served as General Partner at Mohr Davidow Ventures (producing $3.5 B returns), and sits on multiple tech boards.","Harry Wetherall via LinkedIn"
"Sue","Xu","Amino Capital","Managing Partner","https://happenstance.ai/u/b700edf0-e0c3-4b57-920c-b1132ff5aa4d","https://www.linkedin.com/in/suexu","https://twitter.com/suexuamino","Yes","Sort of","Sort of","Yes","Yes","She is located in the San Francisco Bay Area.
All listed roles are at venture‑capital‑type entities, not at accelerators, PE, hedge funds, or sector‑only funds.
Amino Capital invests in early‑stage rounds, but the resume doesn’t state explicit check sizes or lead‑status for Series A.
Her investor titles span a range of tech companies, yet the fragment doesn’t specify focus on AI, SaaS, fintech or data infrastructure.
Sue is Managing Partner at Amino Capital, which is a venture capital fund, and she also lists many investor roles that suggest she writes sizable checks.
Sue holds a broad portfolio of investor positions across many high‑growth tech companies and serves as Managing Partner, indicating deep network and decision‑making authority.","Harry Wetherall via LinkedIn, Daniel Kozlov via LinkedIn, Zamir Shukho via LinkedIn"
